0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,5.22061,6.76237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,3.22669,7.57176,5.02314,0,8.72692,8.71808,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,3.82272,7.57175,8.59011,0,8.72692,8.71808,8.72692,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.68808,8.65717,8.69231,8.72692,8.69231,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,8.45209,8.49632,8.59011,8.68808,8.65717,8.69231,7.88582,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,7.81545,0,8.43738,8.45209,0,0,0,7.8419,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,8.00288,8.21782,8.3136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,6.73073,7.57225,7.81545,8.00288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,7.79441,0,7.57225,7.36028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,5.22614,3.3848,9.00945,4.93695,0,5.71338,0,7.08773,7.36028,7.08773,6.33973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2.72744,3.3806,0,5.49087,0,6.29531,6.48061,6.84781,7.08773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,2.48488,3.43855,4.43844,5.49087,5.8766,6.29531,6.48061,6.70541,6.75543,6.84781,6.75543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,2.6567,3.9227,5.00351,5.56383,5.49087,5.8766,0,6.48061,6.70541,0,6.0875,6.85485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,3.63811,4.20124,4.21279,5.00351,5.56383,5.28645,4.48241,5.86675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,2.6567,3.63811,4.20124,0,4.72737,4.43679,3.718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,2.82311,0,2.89982,0,4.62728,4.12526,1.96697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,2.3436,1.22609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1.22609,0.0825203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
